"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Cass County, Illinois",195.3,46289,12847,13.2,39.2,2.51,51.1,8.5,4.770134808
"Decatur County, Kansas",214.7,41434,2932,13.9,52.3,1.91,54.4,3.8,7.127429806
"Comanche County, Texas",197.7,38280,13430,19.7,43.6,2.62,55.8,4.5,9.379671151
"DeKalb County, Alabama",170.6,36241,71130,24,39.3,2.81,53.5,7.7,6.414172266
"Frontier County, Nebraska",127.2,48543,2624,13.7,44.4,2.25,59.5,2.4,3.646833013
"Morgan County, Kentucky",242.8,30872,13275,30.4,40.7,2.45,51.9,9.6,6.742424242
"Bibb County, Georgia",199.3,36014,153721,28.2,35.6,2.59,37.7,12.4,5.466863951
"Johnson County, Kentucky",246.4,34271,23175,25.6,40.9,2.53,57.1,9.1,5.022573363
"DeSoto County, Mississippi",193.9,58479,173323,10.1,36,2.8,52.3,7.6,4.636235598
"Floyd County, Indiana",179,53186,76778,11.6,39.6,2.57,49.9,7.3,4.843160444
"Clay County, Texas",167.3,50993,10360,13.5,45.7,2.51,59.7,6.8,4.377431907
"Henry County, Ohio",162.8,53645,27816,10.2,41.2,2.52,56.2,6.7,7.870216306
"Lynchburg city, Virginia",194.5,40065,79812,25,28.7,2.37,35.6,8,5.96087761
"Richmond County, North Carolina",205.3,34665,45437,24.7,39.9,2.42,43.4,13.8,4.202401372
"Rio Arriba County, New Mexico",155.5,34902,39465,24.1,40.1,2.86,41.9,11.4,3.902327704
"Montmorency County, Michigan",207.6,37961,9259,15.7,54.6,2.27,51.5,16,3.263086336
"Atkinson County, Georgia",213.5,31740,8398,26.5,34.9,2.98,49.8,7.3,5.448065173
"Ashtabula County, Ohio",203.2,39757,98632,21.5,41.8,2.48,48.2,8.9,6.447299298
"Montezuma County, Colorado",147.9,44163,26168,16.3,43.4,2.44,52.4,9.5,4.020100503
"Hillsborough County, Florida",168.9,50758,1349050,16.8,36.6,2.64,45.1,9,4.752577535
"West Baton Rouge Parish, Louisiana",182.8,51550,25490,20.5,35.4,2.61,47.1,6.5,5.538105472
"Hinds County, Mississippi",175.5,38454,242891,23.6,33.6,2.68,35,10.3,5.533244087
"Newton County, Georgia",182.4,48058,105473,19.4,429.6,2.92,44.4,11.8,6.215613383
"Alger County, Michigan",154.2,45308,9383,15.5,48.7,2.43,48.2,10.8,2.429149798
"Davidson County, North Carolina",177.5,43346,164622,16.9,41.5,2.52,54,11,5.03246323
"Sierra County, New Mexico",190.3,29036,11282,23.8,55.6,2.25,47.9,6.8,8.198614319
"Lawrence County, Indiana",197.2,45232,45495,12.5,41.9,2.44,56.6,6.3,5.305999397
"Montcalm County, Michigan",184.5,41554,62945,20.4,40,2.59,51.3,11.2,5.831775701
"Kearney County, Nebraska",136.4,56791,6585,9.6,40.8,2.34,61.2,3.8,12.76119403
"Jefferson County, Oregon",163.9,42753,22666,21.2,39.9,2.76,47.9,14.4,6.839517211
"Lyon County, Nevada",195.7,48576,52585,13.7,43.2,2.63,51.1,13.6,4.62962963
"Dewey County, Oklahoma",202.1,50348,4995,12.4,41.5,2.57,59.1,2.7,2.164502165
"Denver County, Colorado",163.7,54872,682545,15.9,34.1,2.3,39.2,6.3,5.543167508
"Hempstead County, Arkansas",185,33136,22084,24.4,39.1,2.81,45.3,7.9,6.208291203
"Eau Claire County, Wisconsin",163.4,48102,102105,14.4,33.8,2.43,46.4,5.8,4.346348463
"Quitman County, Mississippi",254.5,26204,7486,36.2,38.5,2.49,36,25.3,6.153846154
"Forest County, Wisconsin",166.4,41418,9057,17,45.3,2.33,52.8,10.1,7.250418293
"Macoupin County, Illinois",185.1,48544,46045,12.9,42.6,2.42,54.6,9.6,5.090116855
"Gogebic County, Michigan",195.2,33600,15431,20.9,48.3,2.1,46,9.5,2.773556231
"Lincoln County, Kansas",164.5,44896,3105,12.7,46.2,2.31,56.3,6.5,7.180385289
"Reagan County, Texas",133.1,62376,3792,11.2,35.9,2.93,63.1,2.2,3.469640644
"Shiawassee County, Michigan",184.9,47882,68619,15.3,41.5,2.49,54.9,10.3,5.135520685
"Bowman County, North Dakota",209.3,60946,3294,7.4,43.6,2.28,63.2,1.8,9.935897436
"Fayette County, Indiana",222.5,40122,23434,16.4,42.2,2.5,49,12.1,2.64006449
"Carroll County, Tennessee",207.8,36627,27910,20.8,42.6,2.45,50.4,11.5,4.483306836
"Somerset County, New Jersey",153.3,100194,333654,5,40.8,2.81,56.6,6,4.842990108
"Morgan County, Ohio",187.9,37923,14777,18.1,43.9,2.41,58.4,9.3,5.657937278
"Bosque County, Texas",190.7,44397,17891,15,46,2.52,57.8,7.9,3.008595989
"Dickinson County, Kansas",181.2,47493,19303,11.1,41.7,2.45,58.6,6.7,6.565530962
"Gladwin County, Michigan",196.5,39721,25164,18.5,48.9,2.3,57.2,11,6.390328152
"Boone County, Nebraska",171.1,52914,5315,10.3,45.6,2.37,60.5,1.2,4.356636272
"Gloucester County, New Jersey",193.5,78983,291479,8.2,39.6,2.74,51.7,9.2,4.878014043
"Colonial Heights city, Virginia",159.3,52355,17820,11.5,40,2.44,47.4,8.3,3.664122137
"Cheyenne County, Nebraska",122.2,55964,10167,9,39.9,2.27,55.1,1.6,11.69354839
"Bacon County, Georgia",192,34201,11299,25.9,37.1,2.71,53.5,4.4,3.53909465
"Logan County, Kansas",129.1,49852,2825,9.7,42.2,2.21,59.7,3.9,7.558139535
"Audrain County, Missouri",196.1,41302,26096,17.2,39.2,2.58,48.6,8.8,5.293680297
"Falls County, Texas",151.9,35491,17142,23.7,39.8,2.86,42,7.2,3.950011158
"Cameron Parish, Louisiana",133.3,59300,6817,12.2,42.6,2.57,64.9,6.3,7.70252324
"Montgomery County, Arkansas",146.2,34597,8970,20.1,48.5,2.33,59.8,4.3,4.152249135
"Rosebud County, Montana",164.6,50751,9398,20.5,36.9,2.81,53.8,10.6,4.558969277
"Brown County, Ohio",213.3,46484,43839,15,40.8,2.62,54.1,9.9,8.672957238
"Weld County, Colorado",150.7,61501,285174,10.5,406.8,2.8,55,6.6,6.80980854
"Randolph County, North Carolina",177.5,41770,142799,16.7,40.5,2.59,52.9,9,5.037284569
"Allegany County, New York",177.2,42655,47462,18.3,38.3,2.36,47.6,9.2,4.844731809
"Lawrence County, Tennessee",187.3,34614,42564,21.8,39.9,2.59,55.2,10.8,7.666385847
"Clay County, Kentucky",266.2,25215,21013,38.2,39.1,2.53,48.2,15.9,7.638737758
"Putnam County, New York",157.1,94334,99042,6.3,42.8,2.84,57.4,6.8,4.066933111
"Wabaunsee County, Kansas",150.3,59160,6951,9.6,42.1,2.59,61.2,6.2,4.111600587
"Marshall County, Illinois",164.3,53732,11982,10.7,45.9,2.38,54.6,6.5,5.503465145
"Johnson County, Missouri",183.4,49949,53951,14.6,29.7,2.49,49.6,8,6.303106282
"New York County, New York",145.2,75459,1644518,17.7,36.6,2.09,32.9,7.5,3.548717991
"Oklahoma County, Oklahoma",186.1,48226,776864,17.9,34.2,2.53,46.7,6,6.473896102
"Charles Mix County, South Dakota",181.9,41395,9383,24,37.3,2.78,47.5,5.1,6.866002215
"Butler County, Ohio",189,58558,376353,14.4,36.4,2.68,50.5,7.2,5.479735318
"Carlton County, Minnesota",187.8,53291,35569,12.1,41,2.51,50.6,5.4,5.169121658
"Ripley County, Indiana",201.4,52491,28701,10.7,40.4,2.58,57.3,7.4,5.038143675
"Calhoun County, Alabama",191.9,41123,115620,20.5,39.1,2.52,48.2,12.3,4.524919585
"Walworth County, South Dakota",146.4,41831,5443,15.9,44.9,2.21,53.6,5.8,7.714016933
"Carroll County, Iowa",176.6,52367,20498,9.9,42.3,0.0236,57.1,3.3,4.378496716
"Jackson County, Arkansas",233,32427,17338,25.1,41,2.25,41.5,7.9,5.670985089
"Trinity County, Texas",190.7,36645,14402,19.9,47.7,2.69,49.1,9.9,2.844950213
"Grant County, Kentucky",205.4,46226,24757,16.9,36.7,2.91,54.9,6.8,7.708225556
"Webster Parish, Louisiana",205,36003,40021,22.2,40.9,2.51,44,7.6,6.027155315
"Concho County, Texas",156.8,40837,4081,26.5,40.8,3.3,50.7,2.8,11.55660377
"Richmond County, Virginia",176.2,42204,8908,19.7,43.7,2.47,46.6,8.7,8.755129959
"Caddo County, Oklahoma",211.4,39933,29343,23.5,37,2.77,48,9.5,5.189317106
"Otero County, Colorado",150.9,33043,18343,26,39.7,2.42,50.6,10.7,4.346733668
"St. Joseph County, Indiana",180.3,46388,268441,17.2,36.5,2.5,46.6,8.5,5.453791069
"Freeborn County, Minnesota",164.1,47203,30613,12.5,44.6,2.33,52.7,4.9,5.846508564
"Thomas County, Kansas",154.5,50639,7904,11.3,35.3,2.39,55.6,2.7,5.794871795
"Rapides Parish, Louisiana",189,40406,132141,19.8,37.4,2.68,44.2,8.6,4.202589635
"Winkler County, Texas",182.9,55493,8005,13.5,33,2.84,55.5,2.5,7.146724418
"Little River County, Arkansas",205.5,37691,12472,18.2,41.7,2.39,49.1,8.8,2.657444485
"Portsmouth city, Virginia",218.1,43045,96201,18.3,34.9,2.54,37.8,11.6,5.954956101
"Lake County, Minnesota",164.5,52381,10631,10.5,50.2,2.06,62.3,4.8,7.011070111
"Harper County, Oklahoma",159.7,49204,3754,10.6,39,2.57,57.2,1.6,4.274611399
"Lincoln County, North Carolina",165.7,49676,81035,16,42,2.62,57.7,10.2,4.703203954
"Miller County, Missouri",202.1,37360,25113,17.4,40.8,2.61,54.5,8.1,6.976323875
"Martin County, Florida",146.5,55472,156283,12.1,50.7,2.39,51.1,9.7,5.354923743
"White County, Georgia",144.6,42126,28319,16.9,43.9,2.42,62.7,6.8,3.822835972
"Pocahontas County, West Virginia",176.8,34341,8607,17.6,48.4,2.24,56.4,5.7,4.256631709
"Butts County, Georgia",240.6,41505,23593,21.3,38.4,2.7,46.6,10.3,6.070755704
"Volusia County, Florida",178.3,40881,517887,17.7,46.3,2.46,46.4,9.1,4.314909294
"Santa Cruz County, California",145.4,64257,274146,16.1,37,2.72,44.9,7.6,4.539151472
"Wexford County, Michigan",199.2,39807,33003,19,41.7,2.56,54.3,9.5,5.24857851
"Atchison County, Missouri",222.4,45997,5306,12.2,47.1,2.13,56.1,4.3,7.641509434
"Sevier County, Arkansas",179.5,37014,17290,20.4,34.9,2.81,53.3,9.3,5.671792286
"Decatur County, Indiana",186.7,50258,26521,13.1,39.5,2.57,54,6.3,4.353189989
"Grand Forks County, North Dakota",162.5,50435,70916,16.7,29.4,2.25,45.7,3.6,5.407811283
"Robertson County, Texas",169,43194,16659,19,40.9,2.69,49,9.2,4.658564815
"Lea County, New Mexico",166.2,58994,71180,16.6,31.8,3.08,53.3,5.9,7.530333184
"Washakie County, Wyoming",182.3,50802,8328,12.6,43.4,2.34,56,6.8,5.37037037
"Stokes County, North Carolina",184.5,45065,46351,13.8,44.7,2.43,56,9.3,4.962317706
"Le Flore County, Oklahoma",214.4,36627,49605,24,39.7,2.67,52.6,9.4,5.913091309
"Putnam County, Tennessee",189.2,37693,74553,20.8,36.1,2.38,48.3,8.4,3.640481715
"St. Martin Parish, Louisiana",198.1,46713,53835,18,36.7,2.77,49.5,7.2,6.463878327
"Morris County, Texas",196.3,37954,12516,18.6,43.3,2.53,55.2,12.7,8.245481928
"Kootenai County, Idaho",173.4,49061,150346,12.9,39.4,2.54,55.3,7.9,7.001795332
"Attala County, Mississippi",200.3,32521,19043,23.6,40.8,2.52,46.7,12.6,6.091370558
"Clarke County, Georgia",161.9,31487,123912,37.8,26.5,2.55,29.9,9.2,3.333416627
"Dale County, Alabama",189.1,41940,49565,22.4,36.8,2.56,50.6,10.9,4.908292431
"Oneida County, New York",173.9,48350,232500,17.7,41.2,0.0243,44,7.4,5.551134489
"Grant County, Oregon",131.4,41304,7185,16.8,51.1,2.26,53.9,9,8.146487294
"Bexar County, Texas",157.2,50699,1897753,18.3,33.1,2.9,45,7.4,5.991129949
"Lincoln County, Georgia",196.7,39484,7673,17.9,47.2,2.23,46.5,9.3,1.638311279
"Carter County, Tennessee",193.2,34354,56486,24.6,43.6,2.31,53.2,8.1,3.66841353
"Minnehaha County, South Dakota",184.3,55107,185197,11.5,34.8,2.48,49.5,4.4,6.112105642
"Winnebago County, Illinois",191.5,47708,287078,16.9,39.2,0.0251,48.2,11.5,5.573940788
"Dickson County, Tennessee",199.1,45914,51487,14.3,39.9,2.69,52.5,7.5,4.968421053
"Hockley County, Texas",155.2,50124,23433,14.4,32.8,2.8,53.4,6.4,6.633380884
"Berkeley County, South Carolina",175.8,52436,202786,13.7,35.3,2.75,49.7,9.9,5.662000797
"Jack County, Texas",166.4,52030,8878,14.9,40.5,2.55,56.9,5.6,6.95970696
"Lipscomb County, Texas",106.1,60810,3569,10.6,34.4,2.87,56.4,5,10.1488498
"Pike County, Mississippi",215.8,30078,39956,30.5,36.7,2.65,40.4,9.5,5.009078287
"Lake of the Woods County, Minnesota",172.7,44727,3923,10.7,50.3,2.4,52.3,4.8,5.924855491
"Williams County, North Dakota",170.1,86354,35294,6.9,32.6,2.4,55.3,1.7,9.9672438
"Doña Ana County, New Mexico",150.8,38974,214295,27.9,32.4,2.8,46.2,11.5,5.880465757
"Dallas County, Missouri",179.1,34987,16393,21.7,43,2.62,56.9,13.2,9.043326548
"Cooke County, Texas",169.2,57378,39229,15.3,39.6,2.61,54.9,7,7.427277062
"Dillingham Census Area, Alaska",216.6,51082,4997,17.5,29.7,3.56,40.7,12.5,11.80124224
"Wilcox County, Alabama",221.7,24035,11059,33.7,40.2,2.86,33.2,20.8,4.996127033
"Hodgeman County, Kansas",127.6,52394,1893,8.8,47.8,2.36,65.5,2.5,9.393939394
"Swisher County, Texas",133.2,37527,7533,20.9,36.1,2.73,54.8,6.4,7.342657343
"Summit County, Ohio",178.1,50453,541968,13.4,40.7,2.41,47.2,8.4,4.582141722
"Coos County, New Hampshire",181.6,42491,31212,14.9,48.1,2.13,51.5,6.9,5.975049245
"DuPage County, Illinois",152.7,80037,933736,7.9,38.8,2.72,55.6,7,4.783276672
"Ringgold County, Iowa",172.1,42854,5068,16.6,46.3,2.4,58.6,4.8,8.44017094
"Lamar County, Texas",187.3,41009,49440,18.6,40.3,2.56,52.9,7.4,5.292201918
"Ontario County, New York",162.9,58473,109561,11.5,43.1,2.38,50.8,6.4,5.349606951
"Livingston County, New York",172,49920,64717,14.7,40.1,2.42,47.2,5.4,5.026285421
"Jefferson County, Colorado",141.7,70687,565524,8.3,40.4,2.44,52.4,5.9,4.465658687
"Baca County, Colorado",188.6,36294,3615,20,47.6,2.3,57.8,4.5,5.028735632
"Mills County, Iowa",194.9,59399,14844,9.7,41.9,2.63,58.6,3.8,3.293509848
"Garfield County, Colorado",126.4,62529,58095,10.2,35.9,2.72,57.8,6.9,4.502177282
"Jackson County, Georgia",213.2,51931,63360,13.5,38.3,2.88,56.7,7.9,4.117165096
"Washington County, Colorado",118.4,45784,4864,11.4,44.4,2.3,60.9,5.1,6.155507559
"San Diego County, California",157.1,66034,3299521,14.7,35.1,2.86,47.2,8.7,4.953958986
"Hertford County, North Carolina",184.3,30056,24184,25.8,41.7,2.48,40.1,13.7,5.896994065
"McDowell County, West Virginia",234.8,24707,19835,34.9,44.1,2.39,46,13.3,3.860072376
"Long County, Georgia",180.9,43193,17731,21.9,31.2,3.27,47.6,15.6,5.82010582
"De Witt County, Illinois",195.5,55193,16247,10.9,42.8,2.36,56.5,7.7,8.025966362
"Henry County, Tennessee",219.1,37151,32147,20.5,44.9,2.36,55.2,9.7,4.382650748
"Dearborn County, Indiana",193.8,59280,49455,11.7,41.7,2.63,56.6,8.1,3.263424336
"Twiggs County, Georgia",189.8,36886,8390,28.1,45.6,2.79,44.8,6.7,5.235294118
"Jackson County, Iowa",191.7,50299,19444,11.3,44.5,2.29,57.5,4.4,6.349206349
"Graves County, Kentucky",201.1,39247,37421,17.7,40.3,2.56,53.9,7.2,4.754260311
"Edmonson County, Kentucky",202.5,38544,12007,19.9,42.5,2.51,56.6,8.9,2.563121653
"Gibson County, Tennessee",214.7,37498,49399,19.5,40.4,2.49,50.2,9.5,4.845775592
"Washington County, Mississippi",241.1,30292,48130,35.1,36.2,2.69,33.7,21.7,5.86461126
"Hall County, Georgia",153.5,52238,193535,16.8,35.6,3,52.2,7.5,6.393153226
"Pleasants County, West Virginia",213.3,44801,7674,16.5,43.6,2.43,55,8.2,2.966381015
"Eagle County, Colorado",80.8,76661,53605,7.8,35.6,2.94,51.4,4.4,4.860486049
"Miami-Dade County, Florida",137.3,42754,2693117,20.4,39,3.08,40.7,10,4.372227998
"Charles City County, Virginia",214.2,49768,7040,13.1,48.6,2.47,44.7,8.2,4.814305365
"Banks County, Georgia",138.7,46018,18495,16.9,40.4,2.8,57.1,8.5,4.162724693
"Cumberland County, Maine",173.3,61436,289977,10.8,41.9,2.37,49.4,5.4,3.772833827
"Bolivar County, Mississippi",241.9,29297,33322,34,34.7,2.6,31.1,15.3,4.919773478
"Clackamas County, Oregon",160.2,65555,401515,9.5,41.3,2.59,54.9,8.3,5.072389596
"Suwannee County, Florida",198.7,38177,43760,23.7,41.6,2.69,47.7,11.1,3.38904364
"Steuben County, Indiana",172.6,50078,34372,12.8,41.7,2.44,54.4,6.9,3.515151515
"Hendry County, Florida",163.7,38494,39119,25.3,33.8,3.18,45.5,11.9,7.09833795
"Kewaunee County, Wisconsin",126.7,56160,20366,8.9,43.5,2.49,57.7,4.7,4.802328402
"Union County, Mississippi",149.4,37667,28429,15.9,38,2.66,51.7,10.7,4.427409262
"Muhlenberg County, Kentucky",207.1,38916,31183,21.6,41.5,2.6,55.2,10.3,5.430404297
"Marshall County, Kentucky",185.3,45596,31101,13.1,44.9,2.43,59,7.7,4.006754682
"Marquette County, Wisconsin",217.8,43661,15075,13,48.6,2.36,55.8,7.6,7.254261879
"Moniteau County, Missouri",179.9,47158,15963,13.9,38,2.62,55.3,6.7,6.768874747
"Lavaca County, Texas",148.2,47041,19836,13.8,44.9,2.48,60,4,5.642384106
"Cook County, Georgia",183.4,32408,17124,26.1,36.7,2.74,50.2,6.6,7.78998779
"Smith County, Tennessee",225.1,43659,19295,15,41.6,2.53,59.1,5.2,3.646563815
"Essex County, Massachusetts",161.5,70074,776043,10.7,40.6,2.59,48.6,7.7,4.825363357
"Lincoln County, West Virginia",226.9,34295,21415,24.4,41.9,2.69,50.6,10.1,2.635983264
"Roosevelt County, Montana",182.6,37511,11476,23.8,30.4,3.54,38.7,6.8,6.547122602
"Marshall County, Mississippi",213.6,37554,35916,21.5,39.6,2.63,43.9,8.4,3.7384301
"Hart County, Georgia",166.4,38564,25534,21.4,43.2,2.48,52.9,6.2,8.220466516
"Potter County, South Dakota",145.7,52758,2320,11,52.5,2.11,58.5,0.5,5.80474934
"DeKalb County, Missouri",123.4,42174,12687,18.6,40.1,2.48,43.9,6.8,2.755102041
"Edmunds County, South Dakota",162.6,57148,3999,10.5,46.1,2.3,58.8,1.8,4.337050805
"Harlan County, Nebraska",223.9,46744,3452,11.4,49.5,2.19,62.4,1.7,5.410122164
"St. Mary Parish, Louisiana",200.6,42075,52810,21.8,37.7,2.58,43,12.2,6.284065406
"Richmond County, Georgia",197.6,36012,201793,26,33.3,2.68,35.2,12,6.251597303
"Barbour County, West Virginia",189.7,35615,16704,21.5,41.5,2.68,52,9,2.292860865
"Frederick County, Maryland",155.6,83698,245322,6.5,39.1,2.68,54.7,5.8,4.557287265
"Mason County, West Virginia",209.5,35799,27037,20.6,43,2.44,51.6,10.3,3.66910141
"Manatee County, Florida",146.7,51673,363369,14.1,46.7,2.52,52,8.6,4.574507344
"McKinley County, New Mexico",137.7,29497,76708,35.8,30.8,3.97,33.5,15.5,7.322096363
"Klickitat County, Washington",174.7,49348,21026,14.6,45,2.62,54.2,7,3.729487817
"Monongalia County, West Virginia",155.9,43835,104236,22.5,30,2.56,37.2,5.8,4.001671717
"Henry County, Missouri",222.5,39232,21737,18.3,44.1,2.29,55.6,7.4,5.062186341
"Brazos County, Texas",151.8,41641,215037,26.4,25.2,2.58,37.4,6.4,4.690848607
"Spokane County, Washington",171,50083,490945,16.3,37.2,2.45,49.4,8.4,5.355835918
"Halifax County, North Carolina",199.5,31674,52456,23.5,42.1,2.42,39.1,14.1,5.317412593
"Belknap County, New Hampshire",182.6,59831,60641,10,46.1,2.42,54.2,5.3,4.824422651
"Kershaw County, South Carolina",219.4,45411,63603,17.4,41.3,2.58,50.1,10.5,6.021818182
"Erie County, Ohio",193.7,49234,75550,13.9,44,2.35,50.1,7.7,4.607982234
"Thayer County, Nebraska",120.2,49517,5163,10.7,48.9,2.15,67,1.7,6.35451505
"Wayne County, North Carolina",191.3,36890,124132,23.3,36.7,2.56,45.5,12.4,5.691592675
"Lonoke County, Arkansas",204.9,54459,71645,12.3,35.5,2.7,58.3,5.9,7.028310079
"Washington County, Arkansas",173.1,45589,225477,19.3,31.2,2.55,49,6.2,5.272822665
"Lake County, California",190.6,36333,64591,24.3,45.5,2.34,45.4,14.6,6.718511986
"Washington County, Ohio",186.2,45048,61112,15.7,43.6,2.38,53.3,6.8,5.009079903
"Daviess County, Indiana",176.6,47670,32906,13.8,35,2.78,59.3,5.4,6.25359402
"Lafayette County, Missouri",174.5,48128,32701,13.4,41,2.44,56,6.9,6.850471234
"Decatur County, Tennessee",212.3,37417,11660,19.9,45.3,2.3,56.1,10.1,4.422498927
"Winnebago County, Iowa",163.3,50703,10609,10.4,43.2,2.2,59.9,6.2,10.56949807
"Saline County, Illinois",192.1,38329,24548,21,42.4,2.43,49,13,6.192236599
"Taylor County, Texas",178.2,45559,136051,15.9,32,2.59,48.1,5.9,6.232108779
"Lincoln County, South Dakota",120,79857,52849,4.3,33.8,2.74,62.1,1.9,7.080078125
"Carbon County, Montana",129.1,47520,10408,12.7,49.1,2.27,57.4,3.9,5.364583333
"Alcona County, Michigan",177,36377,10349,17.5,56.6,2.08,60.5,12.2,2.960526316
"Clearwater County, Idaho",164.7,41304,8496,16.6,50.2,2.05,55.4,7.3,6.401766004
"Scott County, Arkansas",207.4,33202,10513,23.7,41.3,2.66,56.8,10.9,3.421727973
"Oneida County, Idaho",141,46503,4281,13.9,39,2.66,61,6.7,5.384615385
"Iron County, Michigan",167.6,35961,11348,17.3,53.3,2.07,51.2,9,4.683342203
"Hickory County, Missouri",179.4,33707,9201,22.1,53.5,2.25,58.3,12.6,1.330671989
"Waupaca County, Wisconsin",189.4,52850,51945,10.4,44.4,2.35,55.5,5.7,5.973097545
"Kendall County, Illinois",161.7,90640,123355,5.4,33.8,3.11,60.5,6,5.284618101
"Golden Valley County, Montana",231,37316,827,20.1,53.1,2.29,58.8,3.5,1.481481481
"Grainger County, Tennessee",211,35704,22846,21.9,43.6,2.52,57.9,9.5,3.497356649
"Gilpin County, Colorado",129.8,64752,5828,7.9,44.7,2.14,54.5,4.9,3.787268332
"Mayes County, Oklahoma",202.5,41806,40887,17.6,39.3,2.56,55.4,7,5.739464467
"Clare County, Michigan",203.8,34655,30553,24.5,46.4,2.28,51.6,13.2,3.935222672
"Custer County, South Dakota",158.7,51244,8446,10.7,52.8,2.12,63.6,5.2,4.363636364
"Riley County, Kansas",154.3,46468,75247,20.2,24.7,2.49,39.1,5.8,4.808994852
"Chester County, Pennsylvania",159.1,85613,515939,7.3,40.1,2.66,55.9,5.9,4.919274098
"Northampton County, Virginia",227.1,36822,12155,21.5,48.3,2.26,46.4,9.5,6.455750321
"Jasper County, Mississippi",194.1,35019,16569,22.7,41.6,2.4,50.9,7.9,4.697986577
"Estill County, Kentucky",258.6,30333,14375,29.8,42.7,2.49,52.2,11.8,4.634920635
"Anson County, North Carolina",186.1,32508,25759,25,39.7,2.55,39.3,17.6,9.115971329
"Pike County, Kentucky",238.4,32666,61792,27.4,41.1,2.38,54.6,10.7,5.073851204
"Carteret County, North Carolina",191.5,48824,68879,14.7,46.4,2.27,53.4,10.2,4.194102491
"Sioux County, North Dakota",259.1,33950,4370,33.6,27,3.93,27.2,20.3,8.229665072
"Oglethorpe County, Georgia",150.6,46840,14871,15.8,42.4,2.63,52.6,5.3,6.672760512
"Lamar County, Alabama",202.2,34553,13886,20.6,43.7,2.27,61.6,10.2,7.489134069
"Tompkins County, New York",159.5,51880,104926,18.7,30.2,2.35,37.3,5.9,4.367123465
"Clark County, Missouri",228.4,43298,6801,15.7,43.7,2.42,58.5,4.5,7.955390335
"East Carroll Parish, Louisiana",250.7,25402,7307,43,33.3,2.26,28.1,19.2,4.305555556
"Ochiltree County, Texas",198.4,61773,10747,10.7,31.7,2.86,56.3,5.2,9.821782178
"Montgomery County, Georgia",163.1,36436,8951,22.4,38,2.62,45.1,6.7,6.796116505
"Columbia County, New York",171.5,55047,61509,11.6,46.6,2.37,49.3,6.7,3.458303859
"Madera County, California",147.5,43171,154998,22.3,33.5,3.35,47.6,7.5,6.972732188
"Foster County, North Dakota",174.5,54593,3356,8,46.9,2.22,60.2,1.3,6.307692308
"Henderson County, North Carolina",151.8,47286,112655,12.9,46.3,2.35,57.5,6,5.765351597
"Langlade County, Wisconsin",165.9,40968,19223,15.9,47.2,2.21,54.5,8.2,7.291666667
"Boone County, Kentucky",175.7,66939,127712,8,36.2,2.77,58.2,5.6,5.289605924
"Worcester County, Massachusetts",171.5,65217,818963,11.5,39.8,2.6,48.3,7.8,4.642829838
"Lee County, Arkansas",217.6,28006,9650,39.3,40.6,2.34,34.4,17.3,12.36017897
"Kingman County, Kansas",129.4,53378,7687,11.2,45.2,2.54,56.6,5.7,7.676767677
"Atlantic County, New Jersey",179.5,54208,274219,15.1,40.6,2.64,45.1,12.5,4.69661296
"Jackson County, Wisconsin",173,47985,20554,14,42.2,2.42,50.7,5.6,5.77755154
"Schoharie County, New York",172.8,48718,31330,15.9,43.3,2.46,48.6,10.5,3.499365035
"Madison County, Idaho",125.2,36065,38273,27.1,23.2,3.6,53.6,10.2,6.963315217
"Fayette County, West Virginia",217,36739,44997,21.4,43.2,2.47,50.9,9.2,6.526136485
"Yuma County, Arizona",126.8,39700,204275,22.6,33.8,2.77,55.7,13.1,6.284513403
"Caroline County, Virginia",201.8,56099,29984,11,39.1,2.48,51.7,8.6,4.384535624
"Cameron County, Texas",131.2,32215,422156,34.5,31.2,3.42,48.9,10,6.202803162
"San Benito County, California",150.4,68166,58792,14.1,35,3.33,51,12.2,6.536926148
"Pope County, Illinois",173.5,40722,4226,19.7,47.7,2.52,47.5,10,5.562130178
"Peach County, Georgia",222.3,40550,26720,21.7,34.7,2.5,44.7,11.3,2.874946891
"Madison County, Iowa",172.2,62230,15753,8.8,40.5,2.48,60.7,5.7,4.930617065
"Magoffin County, Kentucky",221.5,29421,12808,30.2,41,2.57,52.6,12.2,5.955168953
"Haskell County, Oklahoma",200,35313,12845,24.5,40,2.6,54.6,8.7,5.772811918
"Thurston County, Nebraska",215,41344,7064,34,28.6,3.3,40.9,14.4,8.467741935
"Edgecombe County, North Carolina",192.1,31615,54150,25.9,39.9,2.57,39.4,15.4,5.053375317
"Lincoln County, Maine",170.6,47905,33969,11.7,49.8,2.25,53.5,4.2,5.786534285
"Wyandotte County, Kansas",221.8,37087,163369,24.4,33.3,2.71,41.7,11.2,6.377617291
"Tolland County, Connecticut",152.3,78653,151420,7.5,38.1,2.49,46.8,6.8,2.555885972
"Los Alamos County, New Mexico",114.5,108477,17785,4.2,43.5,2.34,65.5,3.5,5.543652919
"Louisa County, Iowa",148,50924,11185,11.1,40.8,2.58,56.4,4.8,7.112970711
"Faribault County, Minnesota",158.9,48163,14050,13.5,46.7,2.18,57.4,4.2,3.50678733
"Newaygo County, Michigan",197,41588,47948,21,42.4,2.58,55.8,10.1,5.713998795
